article_id,outbreak_country,outbreak_start_year,cases_confirmed
1048,Brazil,2015.0,50.0
1821,United States of America,2016.0,
1821,United States of America,2016.0,
674,Colombia,2015.0,
674,Colombia,2015.0,
674,Colombia,2015.0,
674,Colombia,2015.0,
1940,Brazil,2015.0,
1940,Brazil,,
6765,France,2013.0,
6765,France,2013.0,
6765,France,2013.0,
6765,France,2013.0,
6765,France,2013.0,
6765,France,2013.0,
6765,Federated States of Micronesia,2007.0,
7174,France,2013.0,297.0
1941,Cabo Verde,2015.0,
6681,Cabo Verde,2015.0,226.0
3039,Federated States of Micronesia,2007.0,49.0
3039,Federated States of Micronesia,2011.0,
3039,Federated States of Micronesia,2011.0,
6948,Colombia,2015.0,
7336,Brazil,2015.0,
947,France,2013.0,
947,France,2013.0,
947,France,2013.0,
947,France,2013.0,
947,France,2013.0,
947,France,2013.0,
947,France,2014.0,
947,France,2014.0,
947,France,2014.0,
947,France,2014.0,
947,France,2014.0,
947,France,2014.0,
947,France,2013.0,
947,France,2013.0,
4021,Brazil,2015.0,
7047,Nicaragua,2016.0,2795.0
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
6675,Colombia,2015.0,
3098,France,2016.0,573.0
3098,France,2016.0,210.0
3098,France,2016.0,363.0
5949,Dominican Republic,2014.0,
5949,Dominican Republic,2015.0,
4032,Dominican Republic,,
4032,Dominican Republic,,
5845,India,,
5845,India,,
5845,India,,
5845,India,,
5845,India,,
5845,India,,
5845,India,,
17295,Brazil,2015.0,
1326,Dominican Republic,2016.0,296.0
5671,France,2015.0,68.0
6027,Brazil,2015.0,207.0
7312,United States of America,2016.0,1.0
7312,United States of America,2016.0,1.0
7312,United States of America,2017.0,1.0
5971,France,2016.0,
6680,Fiji,2015.0,13.0
6915,Colombia,2014.0,
6915,Colombia,2015.0,
6321,Colombia,2015.0,
6321,Colombia,2015.0,
6810,Brazil,2015.0,23.0
6810,United States of America,,32.0
6585,United States of America,2015.0,36390.0
6585,United States of America,2015.0,91.0
6585,United States of America,2015.0,77.0
5715,Nicaragua,2016.0,3.0
5917,Brazil,2015.0,1623.0
5917,Brazil,2017.0,51.0
4110,Brazil,2015.0,
6618,United States of America,2016.0,339.0
11114,Brazil,2015.0,
11114,Brazil,2016.0,36.0
7108,United States of America,2016.0,127.0
5907,Colombia,2015.0,
7760,Dominican Republic,2012.0,
7760,Dominican Republic,2013.0,
7760,Dominican Republic,2014.0,
7760,Dominican Republic,2015.0,
7760,Dominican Republic,2016.0,
7760,Dominican Republic,2017.0,
7760,Dominican Republic,2014.0,
11328,Brazil,2015.0,1142.0
10495,Brazil,2015.0,29.0
10495,Brazil,2015.0,49.0
5543,Brazil,2015.0,39.0
1043,France,2013.0,
1043,France,2013.0,21.0
8608,Ecuador,,
5952,Brazil,2015.0,
5952,Brazil,2015.0,
5952,Brazil,2015.0,
6619,Brazil,2015.0,6536.0
6619,Brazil,2016.0,32795.0
7123,Brazil,2015.0,500.0
6869,France,2016.0,33.0
10168,United States of America,2016.0,62.0
3678,United States of America,2016.0,190.0
11010,Peru,2017.0,
11010,Peru,2017.0,
11010,Peru,2017.0,
9964,Brazil,2015.0,50.0
9964,Brazil,2015.0,64.0
21934,Republic of Korea,2015.0,
8302,Colombia,2015.0,
10429,Federated States of Micronesia,2007.0,414.0
10429,France,2013.0,97.0
5895,Viet Nam,2016.0,265.0
5895,Viet Nam,2016.0,9.0
2876,Nicaragua,2016.0,560.0
2876,Nicaragua,2016.0,17.0
7083,Brazil,2016.0,335.0
7083,Brazil,2017.0,43.0
7083,Brazil,2016.0,219.0
7083,Brazil,2016.0,107.0
7083,Brazil,2016.0,5.0
7083,Brazil,2016.0,4.0
7083,Brazil,2017.0,14.0
7083,Brazil,2017.0,28.0
7083,Brazil,2017.0,1.0
7083,Brazil,2017.0,0.0
7083,Brazil,2018.0,4.0
6850,Brazil,2015.0,2.0
6850,Colombia,2015.0,50.0
6850,Honduras,2015.0,115.0
6850,Mexico,2015.0,62.0
6850,United States of America,2015.0,8.0
20108,Cook Islands,2014.0,49.0
6566,Netherlands,2015.0,781.0
6566,Netherlands,2016.0,112.0
6862,United States of America,2015.0,36316.0
3881,Nicaragua,2016.0,44.0
7437,Czechia,2004.0,313.0
7437,Czechia,2004.0,30.0
7437,Czechia,2004.0,19.0
6798,Colombia,2015.0,
6798,Colombia,2015.0,4.0
11538,Brazil,2015.0,
6715,Brazil,2015.0,
6952,Brazil,2016.0,94.0
6952,Brazil,2016.0,
6952,Brazil,2016.0,
6848,United States of America,2016.0,225.0
6848,United States of America,2016.0,6.0
6848,United States of America,,
6848,United States of America,2013.0,22.0
7165,Viet Nam,2016.0,68.0
6731,Brazil,2015.0,287.0
6731,Brazil,2015.0,2751.0
790,Brazil,2015.0,
